가맹점 명,주소,데이터기준일자,위도,경도
분분 부산명지점,부산 강서구 명지국제1로 56-2,2026-04-24,35.09357481,128.9059708
버그잡스,부산 부산진구 전포대로255번길 29,2026-04-24,35.15920039,129.0637126
씨유(CU)뉴구서타운점,부산 금정구 중앙대로1929번길 40-1,2026-04-24,35.25645492,129.0889374
양정 명동찌게 마을 망미점,부산 수영구 연수로 265-1,2026-04-24,35.17331271,129.0999208
명륜가온학원,부산 동래구 동래로 41,2026-04-24,35.21117605,129.0794466
은자식당,부산 동구 초량상로 61-2,2026-04-24,35.1174173,129.0374818
흐르다 시간,부산 동래구 충렬대로218번길 37,2026-04-24,35.2003701,129.0834744
세인트폴부산인터내셔널학원,부산 해운대구 해운대로 726,2026-04-24,35.16639992,129.1693417
뉴턴전자담배 다대점,부산 사하구 다대로 533,2026-04-24,35.05850615,128.9720474
리:밋(Re:meet),부산 기장군 일광읍 장곡길 17,2026-04-24,35.30140237,129.2555675
초원양고기,부산 서구 대영로85번길 6,2026-04-24,35.1113302,129.020493
르네헤드스파,부산 해운대구 해운대해변로 163,2026-04-24,35.15816911,129.1507284
갈비밭 골목집,부산 부산진구 부전로96번길 34-6,2026-04-24,35.1584516,129.0563018
이로운고깃집,부산 부산진구 중앙대로824번길 34,2026-04-24,35.16460103,129.0671901
88호떡,부산 기장군 정관읍 정관2로 9,2026-04-24,35.33328925,129.1628366
수영냉삼동래점,부산 동래구 온천천로 165,2026-04-24,35.20496711,129.0789855
무인아이스크림전문점,부산 강서구 화전산단4로 74,2026-04-24,35.110728,128.8855854
영도카페,부산 영도구 태종로 611,2026-04-24,35.07555445,129.0745998
영도한우,부산 영도구 태종로 39,2026-04-24,35.09459788,129.0372516
미루주차장,부산 동래구 금강공원로 53,2026-04-24,35.21845963,129.0786795
유유이 헤드스파,부산 남구 용소로19번길 19,2026-04-24,35.1361587,129.1016732
투썸플레이스 일광신도시점,부산 기장군 일광읍 해빛1로 5,2026-04-24,35.26596288,129.2257858
동아약국,부산 부산진구 진남로 554,2026-04-24,35.17162873,129.0752708
더벤티 기장월전점,부산 기장군 기장읍 월전해안길 1,2026-04-24,35.23861531,129.24366
메가엠지씨커피 부산부전역점,부산 부산진구 중앙대로 792,2026-04-24,35.16241879,129.0632738
세찬,부산 서구 대영로 44,2026-04-24,35.10931144,129.0162808
이가네 떡볶이,부산 금정구 수림로 57,2026-04-24,35.23981935,129.0861843
청정회나라,부산 영도구 절영로 552,2026-04-24,35.07529426,129.0729207
오미빵집,부산 동래구 충렬대로200번길 25,2026-04-24,35.20182285,129.0803306
나뭇잎 선풍각,부산 북구 산성로 74,2026-04-24,35.24150621,129.0210342
처갓집양념치킨 연제점,부산 연제구 안연로 30,2026-04-24,35.19017635,129.1002304
한량가,부산 부산진구 동성로87번길 26,2026-04-24,35.15829945,129.0667483
POSTER,부산 부산진구 전포대로223번길 20,2026-04-24,35.15670515,129.0640779
루프(Loop),부산 강서구 명지오션시티8로30번길 12-5,2026-04-24,35.08599761,128.9103449
대성무인할인마트,부산 북구 구남언덕로20번길 22,2026-04-24,35.20111355,128.9942321
강쥐엄마네,부산 기장군 기장읍 차성동로 108,2026-04-24,35.24732086,129.2170559
헬스뱅크(HEALTH BANK),부산 해운대구 해운대해변로 365,2026-04-24,35.16467286,129.1689807
만보포차,부산 북구 만덕대로16번길 32-4,2026-04-24,35.20914287,129.0073314
수백당 서면롯데점,부산 부산진구 서면로 69-1,2026-04-24,35.1570028,129.0575382
지디수학,부산 연제구 아시아드대로 39,2026-04-24,35.18999592,129.0661088
해안주유소,부산 강서구 낙동남로 432,2026-04-24,35.1117446,128.8672841
스윗당,부산 사상구 엄궁로 100,2026-04-24,35.12503076,128.9766018
원픽,부산 부산진구 중앙대로 974,2026-04-24,35.17620421,129.0742325
두잇스터디카페 부산재송센터,부산 해운대구 해운대로38번길 70,2026-04-24,35.19101415,129.1175586
(주)나인파인땡큐,부산 동래구 금강로 132-6,2026-04-24,35.2200655,129.0808489
보배집,부산 중구 중앙대로 지하 17,2026-04-24,35.10047237,129.0365593
어무이 술상,부산 수영구 광안해변로278번길 42,2026-04-24,35.15397044,129.124515
쵸로쵸로,부산 해운대구 세실로 99,2026-04-24,35.17321995,129.1754773
더리버온(The river on),부산 강서구 둔치강변길 690,2026-04-24,35.1503257,128.8887571
라쏠퍼니처,부산 기장군 정관읍 정관로 817,2026-04-24,35.32391174,129.2016272
뷰티나나,부산 사하구 하신중앙로 8,2026-04-24,35.07970842,128.9648678
하삼동커피 e편한세상명장점,부산 동래구 명장로64번길 6,2026-04-24,35.20449097,129.1077393
제이발레스튜디오,부산 강서구 명지국제2로28번길 3,2026-04-24,35.0940585,128.9076195
부전이가네젓갈,부산 부산진구 새싹로8번길 52,2026-04-24,35.16039946,129.0604428
스카이덴트,부산 사하구 다대낙조1길 53,2026-04-24,35.04985494,128.9696541
범내골약국,부산 부산진구 중앙대로 604-1,2026-04-24,35.14671205,129.0588852
씨유(CU)부산서구청점,부산 서구 구덕로 98-1,2026-04-24,35.09709554,129.0250793
구만족발보쌈,부산 해운대구 중동1로19번길 30,2026-04-24,35.16365866,129.1633473
스무스(smousse),부산 동래구 충렬대로 173,2026-04-24,35.20413208,129.0791544
부산 박훙,부산 중구 흑교로45번길 11,2026-04-24,35.10357864,129.0238254
야함,부산 부산진구 서전로68번길 60-6,2026-04-24,35.15513883,129.0669851
렌,부산 중구 남포길 40-1,2026-04-24,35.09810936,129.0330031
강남반정,부산 해운대구 대천로106번길 20,2026-04-24,35.17406247,129.1746873
킨키,부산 수영구 남천동로108번길 46,2026-04-24,35.14663499,129.113652
불새막창 용호점,부산 남구 동명로146번길 137,2026-04-24,35.11321023,129.1119675
감천삼겹살,부산 사하구 감천로 117,2026-04-24,35.08783644,129.004469
욜로 조개구이,부산 영도구 감지길87번길 21,2026-04-24,35.06142061,129.0768404
도란도넛 토곡점,부산 연제구 고분로 246,2026-04-24,35.18436396,129.1090922
써브웨이 부산토곡점,부산 연제구 과정로237번길 119,2026-04-24,35.18468863,129.1069505
프렌즈PC,부산 연제구 명륜로 14,2026-04-24,35.19616717,129.0818116
반룡추어탕,부산 기장군 장안읍 반룡로 169,2026-04-24,35.34012168,129.261977
이마트24 금곡대로점,부산 북구 금곡대로 123,2026-04-24,35.22043559,129.0074209
고온,부산 부산진구 서전로46번길 80,2026-04-24,35.1541326,129.0647284
컴포즈(화명수정점),부산 북구 학사로 15,2026-04-24,35.22416316,129.0076768
씨오티씨(COTC),부산 부산진구 전포대로210번길 44,2026-04-24,35.15535524,129.0679909
지에스(GS)25 구서골드점,부산 금정구 체육공원로 37,2026-04-24,35.24744126,129.0966809
당리아이스크림무인점,부산 사하구 제석로 160,2026-04-24,35.11039948,128.9843072
로보티즈로봇코딩명지학원,부산 강서구 명지국제1로 56-1,2026-04-24,35.09369384,128.9053701
뮤엠영어,부산 부산진구 백양관문로 115,2026-04-24,35.1671768,129.0259747
라피네돈나,부산 수영구 무학로49번길 71,2026-04-24,35.16442161,129.1181777
아구듬뿍알곤마니 반여재송점,부산 해운대구 반여로167번길 52-3,2026-04-24,35.20743009,129.1244416
뉴벨르뷰티,부산 해운대구 세실로 43,2026-04-24,35.16875919,129.1784519
편안주차장,부산 금정구 중앙대로1945번길 50,2026-04-24,35.25804408,129.0884003
제이씨 영어교습소,부산 동래구 충렬대로107번길 65,2026-04-24,35.21081854,129.0713082
책곳 학원,부산 연제구 미남로 5,2026-04-24,35.19467006,129.07187
미학도,부산 부산진구 동천로132번길 37,2026-04-24,35.16032717,129.0643384
헤이짐,부산 동래구 여고북로 200,2026-04-24,35.20248,129.0755264
바로헤어,부산 사하구 사하로 171,2026-04-24,35.09706481,128.9936888
일광식육식당,부산 기장군 일광읍 일광로 88,2026-04-24,35.26416504,129.2331728
용궁삼계짬뽕,부산 기장군 장안읍 장안로 93,2026-04-24,35.34785764,129.2535518
88경희한의원,부산 사하구 장림번영로 25,2026-04-24,35.08098617,128.9681873
그리고 봄 미술교습소,부산 연제구 월드컵대로145번길 67,2026-04-24,35.1836181,129.0789936
2층집,부산 사하구 다대로 702-2,2026-04-24,35.04910453,128.964792
부산약국,부산 기장군 철마면 여락송정로 324,2026-04-24,35.30518005,129.1117521
동암곰장어,부산 기장군 기장읍 읍내로104번길 16,2026-04-24,35.24369679,129.2148685
전남친순대,부산 부산진구 엄광로 50,2026-04-24,35.14802077,129.021572
씨앤에이논술,부산 기장군 일광읍 해빛3로 122,2026-04-24,35.26691149,129.2223013
주식회사 제이더블유하비,부산 중구 광복로39번길 6,2026-04-24,35.09972042,129.0295871
맨스타,부산 금정구 금정로233번길 73-3,2026-04-24,35.24779228,129.090968
오케이 피시 수영교차로점,부산 수영구 연수로 386,2026-04-24,35.16943321,129.1117315
하삼동커피 부평깡통시장점,부산 중구 흑교로 18,2026-04-24,35.10113433,129.0253119
결이고은에스테틱 부산서면점,부산 부산진구 중앙대로692번길 43,2026-04-24,35.15463964,129.0615838
기장아재 해물찜,부산 해운대구 좌동로63번길 46,2026-04-24,35.17135377,129.1724367
불닭발땡초동대문엽기떡볶이 부산만덕점,부산 북구 덕천로247번길 7,2026-04-24,35.21109605,129.031393
크린토피아 부산포레나 동래점,부산 동래구 온천천로339번길 51,2026-04-24,35.19659785,129.0907614
콩지니빵,부산 중구 중앙대로 153,2026-04-24,35.11120974,129.0375845
유어묵,부산 부산진구 성지로83번길 11,2026-04-24,35.17745722,129.0532571
카페만디,부산 사하구 오작로 104-7,2026-04-24,35.10034209,129.0047491
김미김밥,부산 금정구 금강로 274,2026-04-24,35.23249242,129.0855291
핫스팟빙수,부산 해운대구 해운대로483번길 1-7,2026-04-24,35.16306715,129.1458948
경동산업,부산 기장군 일광읍 이화로 94,2026-04-24,35.27378187,129.2305086
구남미라클게르마늄,부산 북구 백양대로 1025,2026-04-24,35.19782022,128.9950855
카페 장(cafe Jang),부산 연제구 월드컵대로145번길 84,2026-04-24,35.18306902,129.0782903
부산해물탕,부산 영도구 태종로 815,2026-04-24,35.06373887,129.0812188
하루엔빛푸드,부산 동래구 안남로 43,2026-04-24,35.19451493,129.0968311
지에스(GS)25 사하제니스점,부산 사하구 장림로 199,2026-04-24,35.08289506,128.9720971
빽보이피자 부산다대점,부산 사하구 윤공단로14번길 60,2026-04-24,35.057397,128.9701158
투썸플레이스 부산용호더블유스퀘어점,부산광역시 남구 분포로 145,2026-04-24,35.13422946,129.1112168
릴리티의 영어과외,부산 수영구 광안해변로 418,2026-04-24,35.15998619,129.1315179
울릉도상회,부산 동래구 충렬대로410번길 21,2026-04-24,35.19549893,129.1032907
꼬들대패,부산 사상구 사상로 275,2026-04-24,35.16938586,128.9822443
케이엘 영수학원,부산 강서구 명지국제5로 10,2026-04-24,35.09475755,128.9197499
행복식당 2호점,부산 해운대구 달맞이길 30,2026-04-24,35.16133271,129.1680138
코피코페,부산 수영구 수영로594번길 30,2026-04-24,35.15848933,129.1150535
링키영어구평점영어교습소,부산 사하구 서포로30번길 8,2026-04-24,35.08278187,128.9856664
바다로,부산 서구 해안새벽시장길 18,2026-04-24,35.09554305,129.0251623
하이당구장,부산 영도구 동삼로 29,2026-04-24,35.07618977,129.071623
르엘뷰티(Re l beauty),부산 남구 못골로 102-1,2026-04-24,35.13539564,129.0933907
고기파는형제축산,부산 연제구 중앙천로 47,2026-04-24,35.17912104,129.082031
씨유(CU) 주례동일점,부산 사상구 백양대로494번길 12,2026-04-24,35.1543514,128.9985167
렌느제이,부산 사하구 감천로 49,2026-04-24,35.0908512,128.9980642
부원냉삼집 송도해수욕장점,부산 서구 등대로 9,2026-04-24,35.07671123,129.0240935
청솔로9 장산점,부산 해운대구 양운로80번길 20,2026-04-24,35.17152716,129.1754321
정월당치킨 중동역점,부산 해운대구 해운대로 723,2026-04-24,35.16701751,129.1691534
타코박스 서면점,부산 부산진구 백양순환로 155-1,2026-04-24,35.1668268,129.0415396
이정광치과의원,부산 동래구 금강공원로 53,2026-04-24,35.21845963,129.0786795
밀양산내돼지국밥,부산 강서구 동선1길 12-19,2026-04-24,35.0552977,128.833724
언니네 염색방,부산 기장군 정관읍 정관로 489,2026-04-24,35.32635846,129.1703615
아이민뷰티,부산 동래구 충렬대로200번길 25,2026-04-24,35.20182285,129.0803306
킹마트(금곡점),부산 북구 효열로 230,2026-04-24,35.2642719,129.0202178
다올에스테틱,부산 영도구 절영로93번길 47,2026-04-24,35.08851504,129.0408513
형제석유,부산 동구 증산로 125,2026-04-24,35.13744809,129.0540329
리고 수산,부산 부산진구 전포대로216번길 13,2026-04-24,35.1559262,129.0663233
썬치킨,부산 사상구 삼덕로46번길 108,2026-04-24,35.16929723,128.9804292
고움식당,부산 기장군 정관읍 산단로 324,2026-04-24,35.3163473,129.1822068
커피볶는 시골커피 석대점,부산 해운대구 반송로525번길 15,2026-04-24,35.21874782,129.1202429
거창추어탕,부산 부산진구 가야대로 484,2026-04-24,35.15288788,129.0249018
꾸브라꼬 숯불치킨 주례점,부산 사상구 주례로27번길 7,2026-04-24,35.14877418,129.0121373
하로왁싱,부산 동래구 사직북로 30,2026-04-24,35.19855418,129.0603154
92막삼,부산 해운대구 재반로 252,2026-04-24,35.19961984,129.1316092
정대감충무김밥 양정점,부산 부산진구 진남로 553-1,2026-04-24,35.17210928,129.0748102
모리,부산 해운대구 청사포로128번길 14,2026-04-24,35.16069174,129.1917761
백양숯불갈비,부산 남구 유엔평화로41번가길 42,2026-04-24,35.13308271,129.0927816
요달의찜닭본점,부산 부산진구 가야대로507번길 11,2026-04-24,35.15403658,129.0276181
고베규카츠 광안점,부산 수영구 남천바다로 35,2026-04-24,35.14857443,129.1142519
만냥통닭 장전점,부산 금정구 금강로335번길 17,2026-04-24,35.23780228,129.0855275
온네일,부산 사하구 다대로 247,2026-04-24,35.08030344,128.9775616
꾸석지 화명점,부산 북구 금곡대로303번길 62,2026-04-24,35.2360338,129.0103641
키스톤국어,부산 해운대구 반여로 131,2026-04-24,35.20345318,129.1233674
태산푸드,부산 사상구 사상로519번길 16,2026-04-24,35.19123897,128.9882061
돼지팥빙수,부산 사상구 낙동대로1250번길 20,2026-04-24,35.17145077,128.9780144
부평한우갈비,부산 중구 대청로 18,2026-04-24,35.10306263,129.0217413
미치에일본어교습소,부산 동래구 아시아드대로 205,2026-04-24,35.2026451,129.0657122
광안대교씨푸드코스전문(독도꽃새우 대게회),부산 수영구 광안해변로284번길 38,2026-04-24,35.15394383,129.1251019
삼성영어셀레나 동일중앙영어교습소,부산 동구 초량상로 126-1,2026-04-24,35.12260649,129.0404126
피자비토랩영도점,부산 영도구 영선대로 82,2026-04-24,35.08803708,129.0428559
살루스한의원,부산 해운대구 센텀동로 25,2026-04-24,35.17190917,129.1314366
써브웨이 부산기장신세계프리미엄아울렛점,부산 기장군 장안읍 정관로 1133,2026-04-24,35.32494131,129.2360728
지에스(GS)25 대신골목시장점,부산 서구 대영로45번길 30,2026-04-24,35.11086327,129.01582
씨유(CU)서면사계점,부산 부산진구 신천대로197번길 15,2026-04-24,35.15861925,129.0490743
호호약국,부산 해운대구 좌동순환로433번길 30-1,2026-04-24,35.16252391,129.179846
드베스트치과의원,부산 금정구 중앙대로1841번길 19,2026-04-24,35.24848622,129.090709
152(일오이),부산 강서구 상덕로49번길 179-28,2026-04-24,35.20090616,128.9094868
우디샵,부산 금정구 청룡로34번길 6,2026-04-24,35.27592273,129.0890792
퍼시픽(주)영선주유소,부산 영도구 영선대로 63,2026-04-24,35.08676863,129.0410775
올곧은 방문재활센터,부산 북구 화명대로 20,2026-04-24,35.23471839,129.0101241
해운대 떡방앗간,부산 해운대구 좌동순환로 252,2026-04-24,35.17285632,129.1800077
청담스터디카페 해운대반송점,부산 해운대구 신반송로 197,2026-04-24,35.22991914,129.1585146
이가네명인갈비살 사상점,부산 사상구 광장로81번길 79,2026-04-24,35.16583736,128.9835115
하야리부대찌개,부산 부산진구 서면문화로 22-6,2026-04-24,35.15942397,129.0569586
일광산곰장어 바다장어,부산 동래구 명안로26번길 105,2026-04-24,35.19845056,129.1102331
수 실면도,부산 부산진구 백양순환로 138-1,2026-04-24,35.16838709,129.0407261
더벤티부산초량,부산 동구 초량중로 114,2026-04-24,35.12121315,129.041661
바른수학교습소,부산 부산진구 새싹로210번길 12,2026-04-24,35.174813,129.0495145
씨유(CU)좌동세종점,부산 해운대구 해운대로 814,2026-04-24,35.16956644,129.1776396
번개 냉로스구이,부산 강서구 명지국제2로28번길 7,2026-04-24,35.09402639,128.9081885
신선생 간장게장,부산 강서구 낙동남로1013번길 8,2026-04-24,35.1138291,128.9242268
씨유(CU)명지퍼스트월드점,부산 강서구 명지국제7로 37,2026-04-24,35.09752188,128.9052031
마주 커피 앤 베이커리,부산 동래구 아시아드대로114번길 28-1,2026-04-24,35.19504523,129.0685233
이벡스 퍼포먼스 트레이닝,부산 기장군 정관읍 산단5로 76-142,2026-04-24,35.31534144,129.2021214
연재제과,부산 강서구 명지국제8로 290,2026-04-24,35.09725569,128.9243282
홍길동 더덕삼겹살,부산 부산진구 동평로 79,2026-04-24,35.16545933,129.0381613
네일 루미르(Nail rumir),부산 부산진구 가야대로 497,2026-04-24,35.1536846,129.0262548
더플러스 수학교습소,부산 해운대구 해운대로61번길 56,2026-04-24,35.19419147,129.1255914
부원냉삼집,부산 부산진구 중앙대로 842,2026-04-24,35.16606672,129.0665065
스카이피부과의원,부산 동래구 사직북로 4,2026-04-24,35.1962862,129.0613235
쉘박스 대연점,부산 남구 수영로266번길 73,2026-04-24,35.13371797,129.0989623
신촌돌솥설렁탕,부산 사하구 감천로 13,2026-04-24,35.0919337,128.9945133
남원추어탕,부산 해운대구 재반로63번길 28,2026-04-24,35.18485786,129.1255044
아이스크림&빵,부산 북구 만덕2로 11,2026-04-24,35.21204963,129.0369118
골목,부산 금정구 부산대학로50번길 3-4,2026-04-24,35.23168828,129.0857462
안주나간식,부산 사하구 괴정로57번길 38,2026-04-24,35.10269696,128.9724502
지에스(GS)25 해운현대아쿠아점,부산 해운대구 동백로 27,2026-04-24,35.1591252,129.1514448
씨유(CU)양정자이점,부산 부산진구 진남로 536,2026-04-24,35.17110054,129.0732786
옛날통닭하단역점,부산 사하구 승학로3번길 8,2026-04-24,35.10690755,128.9691041
이모카세,부산 사하구 하신번영로163번길 36,2026-04-24,35.09741669,128.9579632
도야족발보쌈 구서직영점,부산 금정구 중앙대로1841번길 41,2026-04-24,35.24904792,129.0896597
틈새라면,부산 부산진구 전포대로199번길 12,2026-04-24,35.15461463,129.0644484
토핑폭탄김치찜&김치찌개부산남포점,부산 중구 대청로99번길 18,2026-04-24,35.10432399,129.0308025
뉴발란스아트몰링점,부산 사하구 낙동남로 1413,2026-04-24,35.10675496,128.9664749
예스예스커피,부산 해운대구 센텀동로 99,2026-04-24,35.17615615,129.1258461
주식회사 씨엠지,부산 부산진구 서면로 74,2026-04-24,35.15720307,129.0581298
모아나,부산 북구 산성로 33-1,2026-04-24,35.24044769,129.0171582
여우뷰티,부산 영도구 남항로 45-1,2026-04-24,35.08856778,129.0414121
자담치킨 부산다대포점,부산 사하구 윤공단로 21-1,2026-04-24,35.05459743,128.9680523
카페051 영도점,부산 영도구 태종로 98,2026-04-24,35.09121775,129.0414559
키즈스피치마루지사직센터학원,부산 동래구 아시아드대로 178,2026-04-24,35.20026291,129.0649611
소라,부산 중구 중구로24번길 21,2026-04-24,35.10024341,129.0300045
오늘도 고기,부산 서구 구덕로222번길 9,2026-04-24,35.10448762,129.0206309
엔오원스터디카페,부산 남구 용소로7번길 9,2026-04-24,35.13704892,129.1007711
기장짬뽕,부산 기장군 기장읍 차성동로102번길 7,2026-04-24,35.24696657,129.2173786
우리동네참치정육점,부산 북구 화명대로 16,2026-04-24,35.23476785,129.0097778
공방 련,부산 동래구 충렬대로200번길 28,2026-04-24,35.20238625,129.079964
템플짐 당감점(TEMPLEGYM),부산 부산진구 동평로 83,2026-04-24,35.16561856,129.0386219
딜리셔스 컵케이크,부산 중구 광복중앙로24번길 8-1,2026-04-24,35.10200561,129.0313572
카페 모음,부산 강서구 공항로1309번길 83-22,2026-04-24,35.21442739,128.9834685
샐리와모리,부산 북구 만덕대로28번길 20-1,2026-04-24,35.20988161,129.0082791
그린아트스콜레해운대미술교습소,부산 해운대구 중동2로24번길 24,2026-04-24,35.1639261,129.1651631
여담,부산 남구 용소로13번길 32-1,2026-04-24,35.13678735,129.1024417
오아시스코브,부산광역시 기장군 일광읍 일광로 820,2026-04-24,35.31366749,129.2619123
당리수구레국밥,부산 사하구 낙동대로390번길 11,2026-04-24,35.10365061,128.9757687
포엔러버(4nlover),부산 중구 대청로 140-1,2026-04-24,35.10271344,129.0352382
감천상회,부산 사하구 옥천로75번길 10,2026-04-24,35.09364674,129.0092622
기탄사고력교실신평센터학원,부산 사하구 하신중앙로 184,2026-04-24,35.0952562,128.9623198
한설기정떡,부산 북구 용당로9번길 21,2026-04-24,35.23064608,129.0092921
미래수학과학,부산 남구 분포로 113,2026-04-24,35.12726691,129.1090406
93.5도씨,부산 북구 학사로 122-18,2026-04-24,35.23303017,129.0088536
솔루션영수학원,부산 기장군 정관읍 정관로 545,2026-04-24,35.32230087,129.1748441
패밀리푸드,부산 사하구 하신중앙로 265,2026-04-24,35.09992881,128.958484
하씨상회,부산 북구 낙동대로1776번길 49,2026-04-24,35.20775212,129.0043287
임펜사도(impensado),부산 남구 조각공원로27번길 24,2026-04-24,35.12952562,129.0999647
골든브릿지 배산역점,부산 연제구 금련로 2,2026-04-24,35.173163,129.0956572
모움피티 헬스&PT 동래명륜점,부산 동래구 온천천로 71-1,2026-04-24,35.21275518,129.0804665
프레시 원,부산광역시 서구 보수대로 15,2026-04-24,35.09831695,129.0244619
에스제이 아이스크림 (오륙도점),부산 남구 오륙도로 85,2026-04-24,35.10221823,129.1167677
박성환돈까스 남천점,부산 수영구 광남로 14,2026-04-24,35.14409824,129.110081
드로잉 의원,부산 부산진구 서면로68번길 15,2026-04-24,35.15627046,129.0585326
천씨씨커피(1000CC COFFEE) 부산모라점,부산 사상구 모라로110번길 52,2026-04-24,35.18436223,128.9935212
코어GX,부산 부산진구 동평로 83,2026-04-24,35.16561856,129.0386219
햇살약국,부산 동래구 석사로 5,2026-04-24,35.1980653,129.0606757
샤브 드 해운대,부산 해운대구 해운대로570번길 30,2026-04-24,35.16012772,129.1568906
포레피아노 음악교습소,부산 부산진구 양연로 36,2026-04-24,35.172396,129.0797231
스마일 와유포토,부산 금정구 서동로141번길 22,2026-04-24,35.21618196,129.1025605
더벤티부산수안점,부산 동래구 충렬대로238번길 7,2026-04-24,35.20099366,129.0854232
옹드(Onde),부산 해운대구 좌동순환로 443,2026-04-24,35.16122954,129.1722924
부활,부산 연제구 쌍미천로155번길 32,2026-04-24,35.18670787,129.0855224
중구난방,부산 중구 남포길 45,2026-04-24,35.09811854,129.033611
오비오 에스테틱,부산 수영구 연수로 409,2026-04-24,35.16837737,129.1140845
죠죠 부산 서면점,부산 부산진구 동천로85번길 35,2026-04-24,35.15652203,129.0603898
오케이마트,부산 북구 덕천로234번길 41,2026-04-24,35.20908578,129.0290865
아이라면,부산 북구 함박봉로140번가길 6,2026-04-24,35.20330261,129.0330581
힐링쿡,부산 남구 신선로 566,2026-04-24,35.13266955,129.1096859
동동국밥 부산대점,부산 금정구 금강로 260,2026-04-24,35.23112704,129.085203
철뚝집,부산 기장군 정관읍 정관8로 28,2026-04-24,35.32228963,129.1788854
아이스돔 3호점,부산 남구 유엔로157번가길 60,2026-04-24,35.13260547,129.0965489
풋앤풋,부산 남구 용호로76번길 10,2026-04-24,35.12502736,129.1115133
사랑해베이글부산하단점,부산 사하구 제석로18번길 61,2026-04-24,35.10287126,128.9742482
야미야(Yummya),부산 해운대구 양운로 182,2026-04-24,35.17870816,129.1699431
올어라운드,부산 남구 수영로298번길 33,2026-04-24,35.13551217,129.0997735
우돼끼리,부산 사하구 낙동대로519번길 7,2026-04-24,35.11016924,128.965094
올선데이,부산 부산진구 중앙대로680번길 19,2026-04-24,35.1535305,129.060243
훈이네,부산 중구 중구로43번길 23,2026-04-24,35.1017395,129.0265932
김천 통닭 당감점,부산 부산진구 당감로 54,2026-04-24,35.16647092,129.0390906
나이스크림 벽산,부산 부산진구 엄광로 68-1,2026-04-24,35.14780816,129.0236835
에이치마켓 플러스,부산 금정구 장전온천천로 43,2026-04-24,35.22904211,129.0890657
송정코다리,부산 해운대구 송정광어골로 72,2026-04-24,35.17511789,129.1959646
수평선26,부산 해운대구 윗반송로51번길 125,2026-04-24,35.23209066,129.1566368
교촌치킨 부곡1호점,부산 금정구 무학송로 127,2026-04-24,35.24244098,129.0936429
짐엔터,부산 수영구 과정로41번길 20,2026-04-24,35.1752187,129.1064022
장전래미안점 멘토즈 스터디카페,부산 금정구 식물원로44번길 2,2026-04-24,35.22531616,129.083733
라화공방,부산 남구 용소로19번길 49,2026-04-24,35.13680572,129.1031798
수국칼,부산 중구 충장대로9번길 9,2026-04-24,35.10611139,129.0373465
차이랑반여캠퍼스중국어교습소,부산 해운대구 선수촌로 95,2026-04-24,35.20064887,129.1172222
오셀라(Ocella)붙임머리,부산 부산진구 전포대로210번길 39-4,2026-04-24,35.15561915,129.0676501
푸라닭 부산괴점점,부산 사하구 낙동대로302번길 24,2026-04-24,35.10082783,128.9836413
주식회사 제일안전보건교육원,부산 동래구 온천장로 5,2026-04-24,35.21275781,129.0787089
대광꽃화분원예자재,부산 금정구 두구로 36,2026-04-24,35.29701364,129.1071233
건강약국,부산 사하구 장림번영로 59,2026-04-24,35.08094046,128.9719874
느린마을양조장 부산해운대센텀점,부산 해운대구 센텀동로 102,2026-04-24,35.17658669,129.1264896
대박상회,부산 사상구 낙동대로 783,2026-04-24,35.13081702,128.9714169
79대포 전포점,부산 부산진구 서전로68번길 58,2026-04-24,35.15522312,129.0671203
수화뷰티,부산 부산진구 동천로108번길 41,2026-04-24,35.15839363,129.0644337
바압,부산 수영구 광안로22번길 63,2026-04-24,35.15360427,129.1144035
가연헤어,부산 해운대구 좌동순환로299번길 11,2026-04-24,35.16957101,129.1850488
동일식당,부산 사상구 모덕로108번길 33,2026-04-24,35.17925022,128.9879872
오늘약국,부산 연제구 여고로14번길 81,2026-04-24,35.19142442,129.0666061
이마트24 하단가락점,부산 사하구 하신번영로 233,2026-04-24,35.10107316,128.9579639
정다운헤어샵,부산 북구 덕천로 76,2026-04-24,35.2088078,129.0131002
신보성,부산 부산진구 신천대로62번길 44,2026-04-24,35.15270276,129.0585855
세아음악교습소,부산 수영구 호암로 60-2,2026-04-24,35.15842675,129.1071623
청림과일마트,부산 연제구 고분로 27,2026-04-24,35.18581534,129.0855192
청춘레스토랑,부산 부산진구 새싹로8번길 58,2026-04-24,35.16047957,129.0606496
파리바게트안락sk점,부산 동래구 삼어로 2,2026-04-24,35.19878188,129.1125341
교촌치킨 좌동1호점,부산 해운대구 세실로 104,2026-04-24,35.17404558,129.1757479
잉글리시아이 양정자이점,부산 부산진구 진남로 554,2026-04-24,35.17162873,129.0752708
끼리끼리 헤어,부산 기장군 정관읍 방곡2로 5,2026-04-24,35.32551293,129.1891514
사냥꾼,부산 부산진구 동성로49번길 20,2026-04-24,35.15507477,129.0673061
전성호쌀빵제빵소 동삼점,부산 영도구 웃서발로 80-11,2026-04-24,35.07866087,129.0705361
두동,부산 부산진구 가야대로 765,2026-04-24,35.15790598,129.0553492
미어게인의원,부산 부산진구 중앙대로 747,2026-04-24,35.15937926,129.0600183
씨유(CU)부산대푸르지오점,부산 금정구 중앙대로 1617-12,2026-04-24,35.22974551,129.0905855
카페051 반여선수촌점,부산 해운대구 선수촌로 106-1,2026-04-24,35.20323101,129.11973
